user,item,rating
A6TA0W67357VF,B000IBUIS0,5.0
A1FEITLECMZ6EW,B000IBUIS0,4.0
A2AIE7ZJIW2T6S,B000IBUIS0,5.0
ADY76XRF9PZ5M,B000IBUIS0,5.0
A3573A5Y7U5AS4,B000IBUIS0,5.0
A1BZO0THZKLQE4,B000IBUIS0,5.0
AUY6OZTQM4YE6,B000IBUIS0,5.0
A10KVORU2FMSOG,B000IBUIS0,4.0
A1RXBAJDU8XCCX,B000IBUIS0,5.0
A1ZVCVODKPED2G,B000IBUIS0,5.0
AFV2584U13XP3,B000IBUIS0,4.0
A16QODENBJVUI1,B000IBUIS0,4.0
ABHFDY6XU5Z3B,B000IBUIS0,4.0
A1E3WEJRJLWSSP,B000IBUIS0,5.0
A253TX57EZ6HF1,B000IBUIS0,4.0
A360E528ENYXA1,B000IBUIS0,5.0
A1EQO7W4NS3V2I,B000IBUIS0,5.0
AQP1VPK16SVWM,B000IBUIS0,4.0
A33LMH8SBNUA76,B000IBUIS0,3.0
A1P98DMX8YUSNW,B000IBUP6A,3.0
A234PK90SOCFSF,B000IBUP6A,5.0
A2GCHG6U8HTVIT,B000IBUP6A,5.0
A2B73CL3QSYWLB,B000IBUP6A,4.0
A18SYB7HBJRKUE,B000IBUP6A,4.0
A3LGDXHXYBMGCY,B000IBUP6A,5.0
A1ALVTBS2UO10,B000IBUP6A,5.0
A2RCEQLQA8TZRJ,B000IBUP6A,3.0
A17LEYMZI8OYOQ,B000IBUP6A,5.0
A3UPYGJKZ0XTU4,B000IBUP6A,4.0
A205NEEKCQY4F8,B000IBUP6A,3.0
ACFEHL6SQ7SBQ,B000ICRKLM,5.0
A1OE5P78QIQ13G,B000ICRKLM,5.0
A1K57CP4QTYR6S,B000ICRKLM,5.0
A21ZXM8XB9XJHK,B000ICRKLM,5.0
A103IEEZ5YCVRE,B000ICRKLM,5.0
A2R1ME16LOYENY,B000ICRKLM,4.0
A1K7R1U4QZS3W2,B000ICRKLM,5.0
A1OXSBQA7Y0QEG,B000ICRKLM,5.0
A1AVOKBIPDODKY,B000ICRKLM,5.0
A2DMK04EV8M4OV,B000ICRKLM,4.0
A3E9755POMX4K8,B000ICRKLM,5.0
A2Q3SBLSHXFF3L,B000ICRKLM,5.0
AH3A6BN5E4UPP,B000ICRKLM,5.0
A11ED8O95W2103,B000ICRKLM,4.0
A1BZO0THZKLQE4,B000ICRKLM,3.0
A2MD6815TK32I4,B000ICRKLM,5.0
A1S4SG13XO9BRT,B000ICRKLM,5.0
A1ZVCVODKPED2G,B000ICRKLM,5.0
AFV2584U13XP3,B000ICRKLM,4.0
A106TIENB4CC0V,B000ICRKLM,3.0
A16QODENBJVUI1,B000ICRKLM,3.0
AOVBJDNMWHYME,B000ICRKLM,5.0
A2N7W5LG2F13GK,B000ICRKLM,5.0
A2QDPJRVXL7P4F,B000ICRKLM,5.0
A253TX57EZ6HF1,B000ICRKLM,5.0
A360E528ENYXA1,B000ICRKLM,5.0
A2ZV7BXTMFWBIH,B000ICRKLM,5.0
A1ILIM2XQNFAM6,B000IJRK7O,4.0
A1VF5LN6SHFVFJ,B000IJRK7O,5.0
A1B0IHL4JZBPH5,B000IJRK7O,5.0
A109ME7C09HM2M,B000IJRK7O,5.0
A1LPKQWRHTAHQN,B000IJRK7O,5.0
A3JNY2MSXKTXZW,B000IJRK7O,3.0
A2A6NH6DPE0VXR,B000IJRK7O,4.0
A34D06JL7LC6MU,B000IJRK7O,5.0
AJKWF4W7QD4NS,B000IJRK7O,5.0
A1ATHDILELXROF,B000IJRK7O,5.0
A332YTFFMDEY0Q,B000IJRK7O,5.0
A2LI3BBF5MK8A1,B000IJRK7O,5.0
A18758S1PUYIDT,B000IJRK7O,5.0
A33LMH8SBNUA76,B000IJRK7O,4.0
A38Z66H58RIJ64,B000IK882Y,5.0
A20IIR0422G3A5,B000IK882Y,5.0
A1HKBX2L0DV258,B000IK882Y,5.0
A1U11PS71ML0YJ,B000IK882Y,5.0
A1DJLUH6JQ1RHQ,B000IK882Y,5.0
A3D4YTF8EL8YKH,B000IK882Y,5.0
A1JR65ST3K320A,B000IK882Y,5.0
A36RIPWL7NKHPH,B000IK882Y,5.0
A3LH77PBDFEO3F,B000IK882Y,5.0
A2HVL790PBWYTU,B000IK882Y,5.0
A3UDYY6L2NH3JS,B000IK882Y,5.0
A1IGN5VTOULKKE,B000IK882Y,5.0
AKS9SJTHTU0OM,B000IK882Y,4.0
A3R4NAFMN22TBW,B000IK882Y,5.0
A2SP0JYHJEN7SV,B000IK882Y,5.0
A2QWF2BJ2FM4R2,B000IK882Y,5.0
A25KKXUQQ0OLWB,B000IK882Y,4.0
A331OF34UX4Y1K,B000IK882Y,4.0
A16J2ZXOYM661W,B000IK882Y,5.0
AFFVUZEGP1FDQ,B000IK882Y,4.0
A2C2YJPIZOFDFT,B000IK882Y,5.0
A1OBPHRXHZF8P6,B000IK882Y,4.0
A2QDPJRVXL7P4F,B000IK882Y,5.0
A1S4NMO34CBCMJ,B000IK882Y,5.0
A18758S1PUYIDT,B000IK882Y,5.0
AR6MI6AVH9YML,B000IK882Y,5.0
AWBXDSNVRS7C0,B000IKP5AM,5.0
A2L0G56BNOTX6S,B000IKP5AM,5.0
A1REM7I2ZEE195,B000IKP5AM,5.0
ACSH5YJ36Y2ZO,B000IKP5AM,5.0
AOXZZN25ZEQ6M,B000IKP5AM,5.0
A15N67ZYHS824P,B000IKP5AM,5.0
A2VLNEKAUPCVCG,B000IKP5AM,5.0
AFJ9VM9YIFH18,B000IKP5AM,5.0
A3H4D7INC7464C,B000IKP5AM,5.0
AOWWT9PZ1UP2V,B000IKP5AM,5.0
A1YTRUGJGDH76T,B000IKQX44,3.0
A7VOYAAV4QNP5,B000IKQX44,4.0
A1D2TKAM3F55VN,B000IKQX44,1.0
AMOS0E4FEHZQC,B000IKQX44,3.0
A1FXID63Q00LA,B000IKQX44,3.0
AJGJN9WKAVLKP,B000IKQX44,4.0
AHIK7BUXFRMT8,B000IKQX44,4.0
A23WWSJGLA1JYY,B000IKQX44,3.0
A3MFF3HWX2TB60,B000IKQX44,4.0
A2ZWPX8M57V6BQ,B000IKQX44,3.0
A3LDLV1GWQJLEQ,B000IKQX44,5.0
A1VTIQMM5L2ZK9,B000IKQX44,3.0
A34MCFO8OUYFVJ,B000IKQX44,3.0
A2R0JNWS3JEYQP,B000IKQX44,1.0
A23JS9UFZWZKH0,B000IKQX44,3.0
A2MPEWXOPVMDVD,B000IKQX44,4.0
A17NBATBHU8GP9,B000IKQX44,4.0
A11VIFGR4W70YW,B000IKQX44,4.0
A1VJT2ZQ6MEFQQ,B000IKQX44,4.0
A2KFBDKKMSVN4Y,B000IKQX44,3.0
AIYEG9VA07EZS,B000IKQX44,3.0
A2QEQ5WQG1N4HO,B000IKQX44,4.0
AWC64YSKNB3BP,B000IKQX44,1.0
A1O46RR2M2T963,B000IO3OBK,5.0
A1ITK3REEMXTGO,B000IO3OBK,5.0
AJI274VTPS98E,B000IO3OBK,5.0
A2FZXIA25GIAJS,B000IO3OBK,5.0
A1W52R10Q5XC6U,B000IO3OBK,5.0
A1K0WGC1ZVUWDL,B000IO3OBK,5.0
ARRC9IHPZ39U5,B000IO3OBK,5.0
A3LOEAFCDUA1W7,B000IO3OBK,5.0
A1J5SY2TZJG4VU,B000IO3OBK,3.0
A1STPMGQSC12NS,B000IO3OBK,5.0
A1U11PS71ML0YJ,B000IVUL64,5.0
A1ZKTI37TXXR89,B000IVUL64,4.0
A1EMD1AUIURQVJ,B000IVUL64,5.0
A33PNAQ33DGBJG,B000IVUL64,5.0
ATYZTTIYVC1WL,B000IVUL64,5.0
A31JTMZQF2Z1GT,B000IXUOP0,4.0
AB0GGIQBNB36Q,B000IXUOP0,5.0
A89NXH5WEOEJM,B000IXUOP0,5.0
AVK8EK50NY2O7,B000IXUOP0,5.0
A1SDA5A53Z5AQ9,B000IXUOP0,5.0
A1UOTG037037XY,B000IXUOP0,4.0
A1BLPBS90I0GRK,B000IXUOP0,5.0
A1U11PS71ML0YJ,B000IXUOP0,5.0
A2DGLPFS0COA0C,B000IXUOP0,5.0
A2TXR85WQLE32N,B000IXUOP0,5.0
A36RIPWL7NKHPH,B000IXUOP0,5.0
A32B6XWNR55SRL,B000IXUOP0,5.0
ABVYGB2TKBO8F,B000IXUOP0,5.0
A2RD1DGD4B61ZT,B000IXUOP0,5.0
A33PNAQ33DGBJG,B000IXUOP0,5.0
ATYZTTIYVC1WL,B000IXUOP0,5.0
ASXL207Z7R6SC,B000IXUOP0,4.0
A2SFUXVK5RP8VE,B000IXUOP0,5.0
AJ7SBFCIXPJM1,B000IXUOP0,4.0
A3FZGDI9RI5HZK,B000J0Q1KO,5.0
A328547P5BGZC,B000J0Q1KO,5.0
A2CVP31XTYSZFE,B000J0Q1KO,3.0
A2D2P57Q33UI6V,B000J0Q1KO,5.0
A1U11PS71ML0YJ,B000J0Q1KO,5.0
AQKR4G6U34RBE,B000J0Q1KO,5.0
A1EMD1AUIURQVJ,B000J0Q1KO,5.0
A24ZFFRQ4MG3XL,B000J0Q1KO,5.0
A16XRPF40679KG,B000J0Q1KO,5.0
A33PNAQ33DGBJG,B000J0Q1KO,4.0
ATYZTTIYVC1WL,B000J0Q1KO,5.0
AJKWF4W7QD4NS,B000J0Q1KO,5.0
A265S6DC1KZGC,B000J0Q1KO,5.0
AFHKFOO046N00,B000J1B1PI,5.0
ADNPIJY4C1OYU,B000J1B1PI,4.0
A29VW1OZ9FFLTQ,B000J1B1PI,5.0
A186XAEM5XB0D9,B000J1B1PI,5.0
A1U11PS71ML0YJ,B000J1B1PI,5.0
A50IGEA0XTJ99,B000J1B1PI,5.0
A4EIJ7R3YT2FV,B000J1B1PI,5.0
AOXZZN25ZEQ6M,B000J1B1PI,5.0
A2JFNI2PMBSH6T,B000J1B1PI,5.0
AL5TQX7VV6BJ5,B000J1B1PI,5.0
A12J0MK77TBIYB,B000J1B1PI,4.0
A33PNAQ33DGBJG,B000J1B1PI,5.0
ATYZTTIYVC1WL,B000J1B1PI,5.0
AT1BYQVGK7U71,B000J1B1PI,4.0
A1VYWOLFR6Q8EK,B000J1B1PI,5.0
AYRFEPLLS7A7O,B000J1B1PI,5.0
AEQZH5LMPGPE2,B000J46A6K,5.0
A179EPBPN8ZDHT,B000J46A6K,1.0
ASP2V93TXY8P2,B000J46A6K,5.0
AKLOKUHZLJTUP,B000J46A6K,5.0
A2YMPFOTTUE7FV,B000J46A6K,5.0
A1AX4PPAR8B39O,B000J46A6K,5.0
A2RW8F4VDJSTVY,B000J46A6K,5.0
ASX78YVQUI195,B000J46A6K,3.0
A360DPC534SN3C,B000JEZBNI,4.0
A42GFMF12V7XR,B000JEZBNI,5.0
AUM3YMZ0YRJE0,B000JEZBNI,5.0
A32SJM5GPNG5QL,B000JEZBNI,5.0
AQP1VPK16SVWM,B000JEZBNI,2.0
AFHKFOO046N00,B000JO9JHW,5.0
A1SKMSIZF60I2,B000JO9JHW,5.0
A2F7CCPK4QL359,B000JO9JHW,5.0
A328547P5BGZC,B000JO9JHW,5.0
A2BHEPYIDR182L,B000JO9JHW,5.0
A2LPG8I4A2LBVQ,B000JO9JHW,5.0
A1VF5LN6SHFVFJ,B000JO9JHW,5.0
A1U11PS71ML0YJ,B000JO9JHW,5.0
A1KZQ5DIX0YUE1,B000JO9JHW,4.0
A2HVL790PBWYTU,B000JO9JHW,5.0
A16H208JVRTMU4,B000JO9JHW,5.0
A3E5V5TSTAY3R9,B000JO9JHW,4.0
A3UDYY6L2NH3JS,B000JO9JHW,5.0
A1R3VM07705OQP,B000JO9JHW,4.0
A1YVDY3TISDRE1,B000JO9JHW,4.0
A32B6XWNR55SRL,B000JO9JHW,5.0
AK5F8RUC1DYZS,B000JO9JHW,5.0
AO3ZVS2A1SZ3Y,B000JO9JHW,5.0
A3MD4IPLUUBQ38,B000JO9JHW,4.0
A1ER5AYS3FQ9O3,B000JO9JHW,5.0
AI4JWVX2MXKL6,B000JO9JHW,5.0
A23DUDLPGIJ13X,B000JO9JHW,5.0
A356RFKNIG043B,B000JO9JHW,5.0
A2NUHWMHA9XNKV,B000JO9JHW,5.0
A8LL0UL6IQRZP,B000JO9JHW,5.0
A24ZFFRQ4MG3XL,B000JO9JHW,5.0
A25KKXUQQ0OLWB,B000JO9JHW,5.0
A24KZBAAUTC83R,B000JO9JHW,5.0
A2DAHERP7HYJGO,B000JO9JHW,5.0
A18JBPL6AML7F9,B000JO9JHW,5.0
AYMNZ3KQAPD34,B000JO9JHW,5.0
A3KEZLJ59C1JVH,B000JO9JHW,5.0
A11T9M22K9892Y,B000JO9JHW,5.0
A3PPXVR5J6U2JD,B000JO9JHW,5.0
A1TW9ZGRDQQZ2Y,B000JO9JHW,5.0
AJKWF4W7QD4NS,B000JO9JHW,5.0
AHYJONIS0LE1X,B000JO9JHW,4.0
A2TXA58UT6ICFR,B000JO9JHW,4.0
A1QGMIQD8ZYDS8,B000JO9JHW,3.0
A2OE35KI34O8K3,B000JO9JHW,5.0
A2R1HAXRNU0QX7,B000JO9JHW,4.0
A2T05OQ5STEGDZ,B000JO9JHW,5.0
AUPB7GR9SZPNZ,B000JO9JHW,5.0
A3LBFWWQGQYV48,B000JO9JHW,5.0
A9V8Z0OL8I16P,B000JO9JHW,5.0
A1S4NMO34CBCMJ,B000JO9JHW,5.0
A1KMG1AIUS00DC,B000JO9JHW,5.0
A96JD9312DHWC,B000JO9JHW,5.0
A6VXZ1EEPRTLV,B000JO9JHW,5.0
A2QD4TPD0K4MOI,B000JO9JHW,5.0
A18758S1PUYIDT,B000JO9JHW,5.0
AQP1VPK16SVWM,B000JO9JHW,4.0
A4UKBG3M5U5TI,B000JO9JHW,4.0
A1XF0Z3255XNPP,B000JQYE4I,5.0
A1IM761LXXSCMZ,B000JQYE4I,5.0
AD4FHGSYV8Y0E,B000JQYE4I,5.0
A3NTGI7AH77CZ4,B000JQYE4I,5.0
A2YYQRMBNCBKXW,B000JQYE4I,5.0
AG82OGDW8MP6E,B000JQYE4I,5.0
A2YMFM4KKYFPWU,B000JQYE4I,5.0
A1LPKQWRHTAHQN,B000JQYE4I,5.0
A2E7W2XGXMG6RU,B000JQYE4I,5.0
A1PGC1GEBY9CZU,B000JQYE4I,4.0
A276BSDSBYTULH,B000JQYE4I,5.0
A84SIUM0F6E8H,B000JQYE4I,5.0
A3F80XTFQWCG8X,B000JQYE4I,5.0
A1OXJYR350GASZ,B000JQYE4I,4.0
A3AKXU5NXR95ZT,B000JQYE4I,5.0
A3PMPQFUM7HSKJ,B000JQYE4I,5.0
A1K9IW99EFBZ52,B000JQYE4I,5.0
AJKWF4W7QD4NS,B000JQYE4I,5.0
A2I2KMAA9CZB5F,B000JQYE4I,5.0
A3IPY4K4TGUWQH,B000JQYE4I,3.0
A2W74NQWD4NWCO,B000JQYE4I,5.0
A2MSAU64QJ998A,B000JQYE4I,5.0
AQZ64R6S3R1VF,B000JQYE4I,3.0
A3F6ZN38TD43UN,B000JQYE4I,5.0
A1NEVI417ITHD6,B000JQYE4I,4.0
A20FF28AMP06TE,B000JQYE4I,5.0
A5TZXWU8AALIC,B000JQYE4I,5.0
AQP1VPK16SVWM,B000JQYE4I,5.0
A2AUKFUKCPXI4S,B000JQYE4I,5.0
AJ0RY8KRIN6T2,B000JQYE4I,5.0
A281387UUS2IN5,B000LVIIUC,5.0
