user,item,rating
A354GLN1MK52Y5,B0000AXNMO,4.0
A1X1CEGHTHMBL1,B0000AXNMO,5.0
A1U8ED9PT5Q0ZC,B0000AXNMO,4.0
A2BYXX5JLY4FIU,B0000AXNMO,5.0
A2JNI9V0X3YHK,B0000AXNMO,5.0
A3AZUX1EW379D0,B0000AXNMO,5.0
A36V9OCTKMQI9Q,B0000AXNMO,5.0
A18B28FB5FRJDY,B0000AXNMO,5.0
A2XXRN2ANQDBKO,B0000AXNMO,4.0
A1NDLSP4GCL3XD,B0000AXNMO,5.0
A2O8LMXTUV715H,B0000AXNMO,5.0
A3FP9141P7DHT6,B0000AXPDU,2.0
A3LNC0DVTAAO7A,B0000AXPDU,5.0
A2UU3TQD379THD,B0000AXPDU,4.0
A21HW1D1AMR9OE,B0000AXPDU,4.0
A3ONR0WWEC3SAB,B0000AXPDU,4.0
A2R8QRDT7OY7D6,B0000AXPDU,4.0
A3IUR0O7NC9SC8,B0000AXPDU,5.0
A34A1UP40713F8,B0000AXRH5,5.0
A2QMK160DUX134,B0000AXRH5,5.0
A2N7X2Q5JX7XRM,B0000AXRH5,3.0
A100WO06OQR8BQ,B0000AXRH5,5.0
A1Y4Y0MMSFNJWT,B0000AXRH5,5.0
A2KS0XOY3WHGL4,B0000AXRH5,5.0
A205ZP18PBAATA,B0000AXRH5,4.0
A24SYO10RBABLT,B0000AXRH5,5.0
A3N0P5AAMP6XD2,B0000AXRH5,5.0
AO4VTVBTD0QED,B0000AXRH5,5.0
A26JZGSF1SBQMY,B0000AXRH5,5.0
AEV34C745C0FH,B0000AXRH5,4.0
A2QBZTG2TIZDER,B0000AXRH5,5.0
A21XUDC9QBLLSI,B0000AXRH5,5.0
AQ55H30MZSV0Q,B0000AXRH5,5.0
A4N52S2HDHF4Y,B0000AXRH5,5.0
A34ZS78ACD3D7Z,B0000AXRH5,5.0
AVOOU49YPVHGN,B0000AXRH5,5.0
A2974KOBZGV447,B0000AXRH5,5.0
A3HOXLX04H8VDZ,B0000AXRH5,5.0
AMDBZ5P0GAT69,B0000AXRH5,5.0
A3INN916E4VION,B0000AXRH5,5.0
A11OH777695MM7,B0000AXRH5,5.0
A2B5RVOAEPEDLH,B0000AXRH5,5.0
A16PIEV3K5V6AO,B0000AXRH5,4.0
A204K1OFE8OB9Y,B0000AXRH5,1.0
A1QOIHVQC5XWCJ,B0000AXTUY,5.0
AFNG8O2DXRCUV,B0000AXTUY,5.0
A2PQJRBRH1IVB4,B0000AXTUY,5.0
ACSNL0L1C7G9P,B0000AXTUY,5.0
AZOK5STV85FBJ,B0000AXTUY,5.0
A6FIW5DREWU28,B0000AXTUY,5.0
A2DG8PH0DXDB3F,B0000AXTUY,5.0
ALA9EIJ7G1SCF,B0000AXTUY,5.0
A23SJHTJ3AWJZU,B0000AXU02,5.0
A23S20ZI041Q75,B0000AXU02,5.0
ABX9ZBMGSD31O,B0000AXU02,5.0
A2WZT9FDW7QKD0,B0000AXU02,5.0
A3PBPEFMYAX0CT,B0000AXU02,5.0
A18WXDHTOSE24Y,B0000AXU02,4.0
A302DURNQ1L66H,B0000AXU02,4.0
A216JZZ0EXV5ZZ,B0000AXU02,5.0
A1HI4VM5Q4LUET,B0000AXY62,2.0
A29BHW9YT2FZ77,B0000AXY62,5.0
ABVYGB2TKBO8F,B0000AXY62,5.0
A1AN5YW8890YHN,B0000AXY62,4.0
A3FNO6IZUZMIYI,B0000AXY62,5.0
A2SCFLORGS4PVI,B0000AXY62,4.0
A234GO3KZYKKTE,B0000AXY62,5.0
A4WE0UGOCKDPX,B0000AXY62,5.0
A28QBMCWQPHAMN,B0000AXY62,5.0
A228B35PGJ9S8I,B0000AY3X0,5.0
AAKSJRUP1UNX2,B0000AY3X0,5.0
AOU7YU711QNSS,B0000AY3X0,5.0
A19RPDCMN4HJ8M,B0000AY3X0,5.0
AYC0EKXYI2T8K,B0000AY3X0,4.0
A1GGWEX2RW0IRW,B0000AY3X0,5.0
ANJUT5JDG5RU1,B0000AY3X0,5.0
A3I4QS0F350D17,B0000AY3X0,5.0
A3999B1P01986J,B0000AY3X0,5.0
A8J75B2DIZ30U,B0000AY3X0,5.0
A1BLFV4OHEH4E1,B0000AY3X0,5.0
A100UD67AHFODS,B0000AY3X0,5.0
A1X2UUMY3RSSNZ,B0000AY3X0,5.0
A1R3T01MVZU6Z5,B0000AY3X0,5.0
A2NSMJVQY0RV9S,B0000AY3X0,5.0
A2DQGD2M6EZRS6,B0000AY3X0,5.0
A363ZU842144NS,B0000AY3X0,5.0
A24RT6AVJXJZHF,B0000AY3X0,5.0
A37KNOJXE2FU6,B0000AY3X0,5.0
AB5X63CW9O0R6,B0000AY3X0,5.0
AX645IEO2KC14,B0000AY3X0,5.0
A2F2U4O1U6MN9J,B0000AY3X0,3.0
A2ECRAJZ9U5KO8,B0000AY3X0,4.0
A2XXCCT0TBVDIE,B0000AY3X0,4.0
A2YDD9A0U77LYS,B0000AY3X0,5.0
AUJ0EKMC62HLC,B0000AY3X0,5.0
A1RGF9EVE67HG1,B0000AY3X0,5.0
A1QF996642YT9L,B0000AY3X0,4.0
A22CW0ZHY3NJH8,B0000AY3X0,4.0
A1ODOGXEYECQQ8,B0000AY3X0,5.0
A2XXRN2ANQDBKO,B0000AY3X0,5.0
AJC7WTO025631,B0000AY3X0,5.0
AVXC6UHG42PPW,B0000AY3X0,5.0
A3BXSR4ZFZS72V,B0000AY3X0,3.0
A3D1XWMQD0HTZJ,B0000AY3X0,4.0
A3Q15U42UMI6NP,B0000AY3X0,3.0
A33Q17P5FNASCZ,B0000AY3X0,5.0
A1XDRSGSV56YQ0,B0000AY3X0,4.0
A1YP4K0B578K6F,B0000AY3X0,4.0
A3MUZNGD8P82CX,B0000AY3X0,5.0
A1P3RTQKM8BRBL,B0000AY60S,2.0
A1MQNS1QNI3YPK,B0000AY60S,5.0
AW5ANIKHY15CR,B0000AY60S,5.0
A2Z8E86KKRWCEO,B0000AY60S,5.0
A162TL1XLLWR1M,B0000AY60S,5.0
AY6VXIWYGNATL,B0000AY60S,5.0
A13W04LMNR3UQ0,B0000AY60S,5.0
A16A53XJMYEYJ2,B0000AY9W6,3.0
AS8984CRFM1OS,B0000AY9W6,5.0
A3CMG2LKTF8NL3,B0000AY9W6,5.0
AWYE428W5MRQN,B0000AY9W6,5.0
A17DIKUTVOU7ZM,B0000AY9W6,5.0
A1MNGF7I1BEN2G,B0000AY9W6,4.0
A3OXHLG6DIBRW8,B0000AY9W6,5.0
A2YEIXQW6VNJG7,B0000AY9W6,5.0
A3SDIGA00CB8BP,B0000AY9W6,5.0
A2H4KPQWVVTV1L,B0000AY9W6,5.0
A2AS2MLG7W2T0O,B0000AY9W6,4.0
A1P3RTQKM8BRBL,B0000AY9W6,2.0
A18OA72LTNHWX1,B0000AY9W6,5.0
A2HW2SW830Y2LC,B0000AY9W6,4.0
AD8MTPO76AYGB,B0000AY9W6,4.0
A3PXF66VPXFNP6,B0000AY9W6,4.0
A2NKHNO8VA378W,B0000AY9W6,3.0
A62T0SYSMAQVA,B0000AY9W6,5.0
A1MYX6BVSUNE5Q,B0000AY9W6,5.0
A2KMRJ71KFB0JS,B0000AY9W6,5.0
A2L5D2ZY6GVBFA,B0000AY9W6,4.0
A1SBT8UO5AZYMD,B0000AY9W6,5.0
A2HJP95BA6AZ4K,B0000AY9W6,4.0
A2RJKVBUNZCSXI,B0000AY9W6,5.0
A1ZCP89FCRCUQ1,B0000AY9W6,4.0
A11OY91XPI2CWZ,B0000AY9W6,5.0
AN93HU1P1J2NG,B0000AY9W6,5.0
AUZINV544Y1ZC,B0000AY9W6,2.0
A35QV1VBSTZ0UQ,B0000AY9W6,4.0
A23ONMGKEWDG4M,B0000AY9W6,5.0
ALHWZSTAELK9I,B0000AY9W6,5.0
A7G126IZ2JC3L,B0000AY9W6,4.0
A1LR5LMV6JTZK2,B0000AY9W6,5.0
A3CNXROC1ISAKW,B0000AY9W6,4.0
AL319F173J5UT,B0000AY9W6,5.0
A29ARABMSNY5TC,B0000AY9W6,5.0
A9WK8EPYO7QE4,B0000AYES4,5.0
A1YUUW3PEG1JNU,B0000AYES4,5.0
A1EK57XJPWGC6Q,B0000AYES4,5.0
A20FCMSPME7K9N,B0000AYES4,5.0
A31VHB4X09PHFF,B0000AYES4,5.0
A1Y3YM1XM3N71S,B0000AYES4,5.0
A3JFRQPMP535DM,B0000AZ9KS,5.0
A2FKXF5PIY4XNT,B0000AZ9KS,2.0
A1C1ANPYKVKUT5,B0000AZ9KS,4.0
A10NQKIG7NXUR7,B0000AZ9KS,4.0
A1CMD08Z49PGKQ,B0000AZ9KS,5.0
A1JUTJ04CN4P1N,B0000AZ9KS,4.0
A1F7YU6O5RU432,B0000DYVN9,5.0
A1HWV9AYUMH3HV,B0000DYVN9,4.0
A3565TY9NH0DSC,B0000DYVN9,4.0
A2IK6FJZPDAXW4,B0000DYVN9,4.0
AMGG5L7VFDEWM,B0000DYVN9,3.0
A4TXDGMX5CYJQ,B0000DYVN9,5.0
A1OR9G1SN95QC6,B0000DYVN9,5.0
A1KKOA3FP2DMBW,B0000UUX34,5.0
A1GGNQP11JJRJM,B0000UUX34,5.0
A1U6RLUA8D5DSX,B0000UUX34,5.0
AVYLM4KCGHH9U,B0000UUX34,5.0
A38R7YM630GDHQ,B0000UUX34,5.0
A26IKBWCSJ2Y9K,B0000UUX34,5.0
A1CMD08Z49PGKQ,B0000UUX34,5.0
A2WBB8QN9S617,B0000UUX34,5.0
A25TT44FXNV0F0,B0000UUX34,5.0
A1EEF3UC83LG0S,B0000UUX34,5.0
AX1NJKXIERL1X,B000182DPG,5.0
A2T9ECMEHSAIG5,B000182DPG,4.0
A14ZUHTPYMEHAH,B000182DPG,5.0
ATY7KZY3K9VUC,B000182DPG,5.0
A3MA0GENSE798M,B000182DPG,4.0
A2ZDSZY9EPNZ55,B000182DPG,5.0
A2DGK02WHF3VVA,B000182DPG,5.0
A33O4IYTAUZ1C2,B000182DPG,5.0
A3E6DQHSW5OH5X,B000182DPG,5.0
A2BJHH0BNHMOGO,B000182DPG,5.0
A2VIZTW4DMVVWK,B000182DPG,5.0
A5HSIW7G91T2K,B0001L0DFA,5.0
A3MQAQT8C6D1I7,B0001L0DFA,5.0
A1T1YSCDW0PD25,B0001L0DFA,5.0
A4ONPTKOHKXPB,B0001L0DFA,5.0
A22IOBJCF9UR12,B0001L0DFA,5.0
A1LAGS8H4A2DR7,B0001L0DFA,2.0
A33GYL1LL646XK,B0001L0DFA,5.0
A2DTZUZK9YRJVK,B0001L0DFA,5.0
A2OY5YNT2040OT,B0001L0DFA,5.0
A8J75B2DIZ30U,B0001L0DFA,4.0
A3CJ7MHAS9IMAM,B0001L0DFA,4.0
A1LOENXGC0WRI2,B0001L0DFA,5.0
A1R377IPZOKLMM,B0001L0DFA,3.0
A2N75ADJSRW0AH,B0001L0DFA,5.0
A3963R7EPE3A7E,B0001L0DFA,4.0
A2OS3TIVAKUAHG,B0001L0DFA,5.0
A54SG05AV6S4H,B0001L0DFA,5.0
A2KF3H5304I4IA,B0001L0DFA,4.0
A1U8VI6I2MFEU8,B0001L0DFA,3.0
A1N087XH2AUKWP,B0001L0DFA,5.0
A15VFMU0WO8ED2,B0001L0DFA,5.0
A2HHJV0VGJPOFT,B0001L0DFA,5.0
A1OPKNO7IXWV27,B0001L0DFA,4.0
ARBKYIVNYWK3C,B0001L0DFA,4.0
AS532HYS5G03B,B0001L0DFA,5.0
A3U8CM3MTMVHV1,B0001L0DFA,5.0
A2V8GI1QU38PAZ,B0001L0DFA,5.0
A33ASQ3O2MIPNP,B0001L0DFA,5.0
A2L42QEWR77PKZ,B0001L0DFA,3.0
A6VXZ1EEPRTLV,B0001L0DFA,4.0
A1F9Z42CFF9IAY,B0001L0DFA,2.0
A32KSZ8V0TD216,B0001L0DFA,5.0
A2HRHF83I3NDGT,B0001L0DFA,5.0
A1A8Q2573OC7DA,B00020CATC,5.0
A15YJ2DV1S9ZP2,B00020CATC,2.0
AJR771QZFSEHI,B00020CATC,5.0
A3TA1UJWRJF9NC,B00020CATC,4.0
A2WLNSZ9U0T1S3,B00020CATC,5.0
A1QOIHVQC5XWCJ,B00020CAUG,3.0
A1QPZCVXMCIJQJ,B00020CAUG,5.0
A1VGXHHR08G044,B00020CAUG,5.0
A3OIE7IE9LTPJG,B00020CAUG,5.0
AOS94G3AVM0S1,B00020CAUG,5.0
A15YJ2DV1S9ZP2,B00020CAUG,5.0
A2FOH3M4KWXRL2,B00020CAUG,4.0
AYINNKPX9D60N,B00020CAUG,3.0
A1EMY19Z7WUDGC,B00020CAUG,1.0
A2X61KKXXR6WNP,B00020CAUG,5.0
A326CJOIAVMKIR,B00020CAVA,5.0
A1QPZCVXMCIJQJ,B00020CAVA,5.0
A18MZYDNVTX5WH,B00020CAVA,5.0
A3E7KV7SUR28E0,B00020CAVA,5.0
A32GW1R9MW0XOH,B00020CAVA,3.0
A292TRC6DX2GKK,B00020CAVA,5.0
A1M6YL3DY6ZIYQ,B00020CAVA,5.0
AKFE675S7CNT8,B00020CAVA,5.0
A2X61KKXXR6WNP,B00020CAVA,5.0
A21D24MKWGCV0I,B00020CAVA,5.0
A22MANL4US4RMY,B00020CB2S,5.0
A3F3K0YC4VV0Q7,B00020CB2S,1.0
A1C5WS021EL3WO,B00020CB2S,5.0
A2N4SU1O376NGJ,B00020CB2S,5.0
AI1SBMID464QA,B00020CB2S,5.0
A2O3P22VE3MTVK,B00020CB2S,5.0
A1M0M3TOS6CD1A,B00020CB2S,5.0
A21AN9W3LEWN9A,B00020CB2S,5.0
A195N77NYOW2PO,B00020CB2S,5.0
AJ95PUDD2YLEO,B00020CB2S,5.0
A1U6RLUA8D5DSX,B000221M94,5.0
A3RKIHTQ8G2Z3A,B000221M94,5.0
A5D2XN5MD5MCI,B000221M94,5.0
A33CIOBCQGQS95,B000221M94,5.0
A1KXH1783R6WLB,B000221M94,5.0
AK9IG835URR77,B000221M94,5.0
A1GQV117GJ9CR2,B00026Z3DQ,5.0
A1JJX3XE15ZC8K,B00026Z3DQ,5.0
A35JWV3EZUEMW5,B00026Z3DQ,4.0
A11R1DUXU2YSHS,B00026Z3DQ,5.0
ALPR12S8RGF1Z,B00026Z3DQ,4.0
AAXYNT3613SQT,B00026Z3DQ,4.0
AZYBZEVISD0YX,B00026Z3DQ,4.0
A3VTC3D0AYXTT,B00026Z3DQ,4.0
A394HK1TR2GV9P,B00026Z3DQ,5.0
ANW6EGY12V5XS,B00026Z3DQ,2.0
A3LDSDZEFXAX8L,B00026Z3DQ,5.0
A1ERKDPSOJYK8P,B00026Z3DQ,5.0
A2YEG62ZGRANV7,B00026Z3DQ,5.0
A2CH61FZ4UCCG,B00026Z3DQ,5.0
A1Y5V9G94Y55ZS,B00026Z3DQ,4.0
A1ZCP89FCRCUQ1,B00026Z3DQ,4.0
A2970BXG7PDZ69,B00026Z3DQ,5.0
APWO2WQ7J6TZH,B00026Z3DQ,5.0
A36SCLCL9XE4LO,B00026Z3DQ,5.0
A33O4IYTAUZ1C2,B00026Z3DQ,4.0
A1R4R7Y8M8THQ8,B00026Z3DQ,1.0
AXKVVIF0WLWV,B00026Z3DQ,1.0
A1IIQO2453V234,B00026Z3DQ,4.0
A3LQUEB84IR3VO,B00026Z3DQ,5.0
A3E503HI1C3XSF,B00026Z3DQ,5.0
A2WA8TDCTGUADI,B00026Z3DQ,5.0
APGE05SC50SPL,B00026Z3DQ,5.0
A25R24QBQCKXYI,B00026Z3DQ,4.0
A1PC5TEDZPITWN,B00026Z3DQ,5.0
A3HL8JNA8YY7V2,B00026Z3DQ,4.0
A2D3P2Q3J0PD7V,B00026Z3DQ,4.0
A1JXNXW4MDXJKO,B00026Z3DQ,5.0
A1HDK51A6YISHZ,B000276B2C,4.0
A80EAKMU4YTTF,B000276B2C,5.0
A5MU2BHNUOOR9,B000276B2C,4.0
A3AWB202EB076E,B000276B2C,5.0
A2RW8UPMROVVH0,B000276B2C,1.0
A2C3BWJJ4TT7FY,B000276B2C,5.0
A2OA8TE8CGQCJO,B000276B2C,5.0
A2E6AHFDJ3JBAZ,B000276B2C,5.0
A133OLJFP564T1,B000276B2C,4.0
A3E6DQHSW5OH5X,B000276B2C,5.0
A2G24936LOQJYO,B000276B2C,5.0
A28AHI180H69GK,B00029J2GW,3.0
A3GU1MRGAM15Z2,B00029J2GW,4.0
A2QNW2W6OJMJUX,B00029J2GW,5.0
ARAKTT5M3DDYA,B00029J2GW,5.0
A3FAGG3V3AEC2W,B00029J2GW,5.0
A2YVE50EG4W19M,B00029KA6S,5.0
A1UX9PW1DTT880,B00029KA6S,3.0
A1TS2KWXWMSRJH,B00029KA6S,5.0
AT54TN8DTWMT0,B00029KA6S,5.0
A1ID2FXHDGB48O,B00029KA6S,5.0
A3SZXYX9YEDGT6,B00029KC2K,3.0
A1GA6VKP9EHZCE,B00029KC2K,5.0
A1UTM65Y3G9HUL,B00029KC2K,5.0
A27KCNCPII70WG,B00029KC2K,5.0
A1U6RLUA8D5DSX,B00029KC2K,5.0
A3HP5XBZIBOVXM,B00029KC2K,3.0
A1PE3BT2JTV3M,B00029KC2K,5.0
A33ZYFE8XMKKR1,B00029KC2K,5.0
A33O4IYTAUZ1C2,B00029KC2K,5.0
A22OID35VVS8WY,B00029KC2K,5.0
A2YEFJMLQTZZWE,B00029KC2U,3.0
A1VGXHHR08G044,B00029KC2U,4.0
A3I23XW4L5ITOG,B00029KC2U,4.0
A2BBWCXSGKC0HR,B00029KC2U,5.0
A1PJ6K3VPXZ3JZ,B00029KC2U,5.0
A1HYDE16Z8XNK3,B00029KC2U,4.0
A3RW6YDNILSLXP,B00029WRJQ,2.0
A2V1J3JT5OOZFO,B00029WRJQ,5.0
A29Y601HEWKCIA,B00029WRJQ,5.0
A39AD95B47OEYX,B00029WRJQ,5.0
AN93HU1P1J2NG,B00029WRJQ,5.0
A65VEN5RKAEA8,B00029WRJQ,5.0
A2FHQR1KU3M27N,B00029WRKU,4.0
A1PSH8G39ZM6M,B00029WRKU,5.0
A219A3N8P79BIZ,B00029WRKU,5.0
A2PB7V0BBJ30QP,B00029WRKU,4.0
A7OG1Z5URP288,B00029WRKU,1.0
A31AC72FDBBEY1,B00029WRKU,4.0
AFTB3Z0OGF12I,B00029WSVI,5.0
A2ZDSZY9EPNZ55,B00029WSVI,5.0
A2FX0I2H21YHD5,B00029WSVI,1.0
A2AB17IX4CTOLL,B00029WSVI,4.0
ANBTTR2QT4C7,B00029WSVI,5.0
A2Z4NVP3YCLLY6,B00029WSVI,5.0
A3APEIJOQXE142,B00029WT08,5.0
A1EPXD0829IE73,B00029WT08,3.0
A31HLFP0K88EW4,B00029WT08,5.0
A1RC66SHG2VWDR,B00029WT08,3.0
A11I1I9QLMAM1A,B00029WT08,3.0
A1OOLS3367Y7M4,B00029WVI8,5.0
A1UX9PW1DTT880,B00029WVI8,3.0
A1MSO6LERG39PC,B00029WVI8,5.0
A1FPNBSO2F9R1E,B00029WVI8,5.0
AEJTBIIRB2Y8E,B00029WVI8,5.0
A275FWYSFNUWXV,B00029WVI8,5.0
A3G5MOHY1U635N,B00029WVIS,4.0
A31V5HGBC1LPV5,B00029WVIS,5.0
A3APEIJOQXE142,B00029WVIS,3.0
A1EPXD0829IE73,B00029WVIS,4.0
A173EKJB16F514,B00029WVIS,3.0
A2NN1KIYEM2SKS,B00029WY9Y,5.0
AJCHGS1GND4OA,B00029WY9Y,5.0
A34O0KQV4QXWNQ,B00029WY9Y,5.0
A2LZIE48D0VX49,B00029WY9Y,5.0
A3I42CDG116KKQ,B00029WY9Y,5.0
A173EKJB16F514,B00029WY9Y,5.0
A16RPMEX8DA3WB,B00029WY9Y,4.0
A25TT44FXNV0F0,B00029WY9Y,5.0
AZV2U6GU5QA6C,B00029WY9Y,5.0
A2O5EXPH8UKUS3,B00029WY9Y,5.0
A2IUIOFOUUGA7E,B00029WY9Y,5.0
A2DDF8NAREKGAF,B00029WY9Y,5.0
A2NN1KIYEM2SKS,B00029WYDU,4.0
AE15SGONU8KPV,B00029WYDU,5.0
AJCHGS1GND4OA,B00029WYDU,5.0
A2NPQM672LHELI,B00029WYDU,5.0
A3SC6MSQMZEZRN,B00029WYDU,5.0
A173EKJB16F514,B00029WYDU,5.0
A3AVD6J42P43VH,B00029WYDU,5.0
A1N087XH2AUKWP,B00029WYDU,4.0
A39STU0JBND4DI,B00029WYDU,5.0
A25TT44FXNV0F0,B00029WYDU,5.0
AZV2U6GU5QA6C,B00029WYDU,5.0
A2DDF8NAREKGAF,B00029WYDU,4.0
A1IA6U4YVWY8KJ,B00029WYEY,5.0
A7ZCFU1QPEBNE,B00029WYEY,5.0
AFNG8O2DXRCUV,B00029WYEY,5.0
A3R1SCOWB2F7V7,B00029WYEY,5.0
A2PQJRBRH1IVB4,B00029WYEY,5.0
AC00URW5TZRAP,B00029WYEY,5.0
A1T96E1PZRKJ5G,B00029WYEY,5.0
A1T1FK8Q0EAU1Q,B00029WYEY,5.0
A1DDKF0720PJ72,B00029WYEY,5.0
A2OY5YNT2040OT,B00029WYEY,5.0
A5PS5MKS1KU4Y,B00029WYEY,5.0
A8CKH8XB33XGN,B00029WYEY,5.0
A21GVT7ILDY9H,B00029WYEY,5.0
A2N54EVXQ6MIU1,B00029WYEY,5.0
AQN8KPJXSN99X,B00029WYEY,4.0
A1U6RLUA8D5DSX,B00029WYEY,5.0
A9BWUH9XKZ2DQ,B00029WYEY,5.0
A3MA0GENSE798M,B00029WYEY,4.0
A18LCOC98K7OML,B00029WYEY,5.0
A1SI5PT3CA9OWW,B00029WYEY,5.0
A31HLFP0K88EW4,B00029WYEY,5.0
A2KS03QLEXP09W,B00029WYEY,5.0
A1NMV4MGCEHLZS,B00029WYEY,4.0
A9P4Q7KX35RS2,B00029WYEY,5.0
ALL9PPOJSM0K7,B00029WYEY,5.0
A1PPMCPO6GNQHJ,B00029WYEY,5.0
AHCM2GKBTLDY6,B00029WYEY,5.0
A397FNC0A7K8RX,B00029WYEY,4.0
A2X66A9HPMDH8T,B00029WYEY,3.0
AMSLN8SSNK1IR,B00029WYEY,4.0
AF0E1Q98HR1AH,B00029WYEY,5.0
A3I7GUWI8MO95K,B00029WYEY,5.0
A2XXRN2ANQDBKO,B00029WYEY,5.0
A2Z14EFCA3IZHX,B00029WYEY,5.0
A27CDGE3TWNU04,B00029WYEY,5.0
A3F5ERIK0OJC92,B00029WYEY,5.0
AAFB9TLMLP0KG,B00029WYEY,5.0
A1KZ7VGELAJ0NI,B00029WYEY,5.0
AUETMXEEFD3T4,B00029WYEY,5.0
AE15SGONU8KPV,B00029WYVW,5.0
A37CNJCLFYNQD1,B00029WYVW,5.0
A23XZ3LONAZ5HJ,B00029WYVW,5.0
A27A00G8ZVI1JP,B00029WYVW,4.0
A3K7PWRX8GXJZP,B00029WYVW,5.0
A39L35PUI58CFY,B00029WYVW,4.0
APKBGB3JBWL5X,B00029WYVW,5.0
A3I4QS0F350D17,B00029WYVW,5.0
AUJ7BG2QB7VPJ,B00029WYVW,5.0
A2TWIA3G2GZA9R,B00029WYVW,5.0
A5T1AJ2TYYT2U,B00029WYVW,5.0
AN81JUYW2SL24,B00029WYVW,4.0
A2QNW2W6OJMJUX,B00029WYVW,4.0
